         9281111 function calls (9273891 primitive calls) in 488.001 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _iotools.py:251(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:453(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:461(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
     1500    0.001    0.000    0.001    0.000 _markupbase.py:36(reset)
   405392    0.358    0.000    0.513    0.000 _markupbase.py:48(updatepos)
        1    0.000    0.000    0.001    0.001 _markupbase.py:6(<module>)
     1733    0.001    0.000    0.003    0.000 _methods.py:37(_any)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.002    0.002 _misc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:267(Compat32)
        1    0.000    0.000    0.003    0.003 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.007    0.007 _print_versions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _style.py:172(_Options)
        2    0.000    0.000    0.000    0.000 _style.py:184(__init__)
        1    0.000    0.000    0.000    0.000 _style.py:3(<module>)
        1    0.000    0.000    0.001    0.001 _tester.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _tools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:22(get_versions)
        1    0.000    0.000    0.000    0.000 _version.py:3(<module>)
        3    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       56    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       56    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       56    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
      144    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       56    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       86    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
      312    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       69    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       34    0.001    0.000    0.003    0.000 abc.py:132(__new__)
       34    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
       11    0.000    0.000    0.001    0.000 abc.py:151(register)
      184    0.000    0.000    0.001    0.000 abc.py:178(__instancecheck__)
    60/15    0.001    0.000    0.001    0.000 abc.py:194(__subclasscheck__)
       66    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 accessors.py:148(DatetimeProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:176(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:216(PeriodProperties)
        1    0.000    0.000    0.000    0.000 accessors.py:241(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.001    0.001 accessors.py:3(<module>)
        1    0.000    0.000    0.000    0.000 accessors.py:87(Properties)
        1    0.000    0.000    0.201    0.201 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:1020(SelectNSeries)
        1    0.000    0.000    0.000    0.000 algorithms.py:1078(SelectNFrame)
       12    0.000    0.000    0.000    0.000 algorithms.py:1174(_view_wrapper)
        1    0.000    0.000    0.019    0.019 algorithms.py:4(<module>)
        1    0.000    0.000    0.000    0.000 algorithms.py:994(SelectN)
        1    0.000    0.000    0.000    0.000 align.py:2(<module>)
        1    0.000    0.000    0.000    0.000 align.py:44(_filter_special_cases)
        1    0.000    0.000    0.054    0.054 api.py:1(<module>)
        7    0.000    0.000    0.133    0.019 api.py:3(<module>)
        1    0.000    0.000    0.348    0.348 api.py:5(<module>)
        3    0.000    0.000    0.000    0.000 api.py:68(outer)
        1    0.000    0.000    0.000    0.000 argparse.py:1001(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1020(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1046(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1048(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1142(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:1196(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1216(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:144(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1523(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1557(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1577(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:194(_Section)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:633(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:644(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:655(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:672(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:725(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:734(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:825(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:860(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:883(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:900(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:917(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:954(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:980(_CountAction)
        1    0.000    0.000    0.000    0.000 array.py:162(SparseArray)
        1    0.000    0.000    0.002    0.002 array.py:3(<module>)
       26    0.000    0.000    0.000    0.000 array.py:45(_arith_method)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
    11661    0.002    0.000    0.002    0.000 arrayprint.py:239(_boolFormatter)
       13    0.000    0.000    0.000    0.000 arrayprint.py:256(_get_formatdict)
       13    0.000    0.000    0.000    0.000 arrayprint.py:258(<lambda>)
       13    0.000    0.000    0.000    0.000 arrayprint.py:299(_get_format_function)
       13    0.000    0.000    0.039    0.003 arrayprint.py:343(_array2string)
        1    0.000    0.000    0.000    0.000 arrayprint.py:368(_recursive_guard)
        1    0.000    0.000    0.000    0.000 arrayprint.py:378(decorating_function)
       13    0.000    0.000    0.040    0.003 arrayprint.py:381(wrapper)
       13    0.000    0.000    0.039    0.003 arrayprint.py:399(array2string)
        1    0.000    0.000    0.003    0.003 arrayprint.py:5(<module>)
    11661    0.016    0.000    0.023    0.000 arrayprint.py:527(_extendLine)
       13    0.013    0.001    0.038    0.003 arrayprint.py:535(_formatArray)
        1    0.000    0.000    0.000    0.000 arrayprint.py:602(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:711(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:731(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:761(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:772(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:789(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:837(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:847(StructureFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.001    0.001 bar.py:17(<module>)
        1    0.000    0.000    0.000    0.000 bar.py:22(Bar)
     3000    0.149    0.000    0.548    0.000 bar.py:32(update)
        1    0.000    0.000    0.000    0.000 bar.py:45(ChargingBar)
        1    0.000    0.000    0.000    0.000 bar.py:53(FillingSquaresBar)
        1    0.000    0.000    0.000    0.000 bar.py:58(FillingCirclesBar)
        1    0.000    0.000    0.000    0.000 bar.py:63(IncrementalBar)
        1    0.000    0.000    0.000    0.000 bar.py:83(PixelBar)
        1    0.000    0.000    0.000    0.000 bar.py:87(ShadyBar)
        1    0.000    0.000    0.017    0.017 base.py:1(<module>)
       26    0.000    0.000    0.000    0.000 base.py:1303(_convert_scalar_indexer)
        1    0.000    0.000    0.000    0.000 base.py:138(NoNewAttributesMixin)
      3/2    0.001    0.000    0.002    0.001 base.py:152(__new__)
        2    0.000    0.000    0.001    0.000 base.py:1537(_engine)
        2    0.000    0.000    0.000    0.000 base.py:1540(<lambda>)
        3    0.000    0.000    0.000    0.000 base.py:1584(__iter__)
       26    0.001    0.000    0.002    0.000 base.py:1638(__contains__)
        1    0.000    0.000    0.000    0.000 base.py:165(PandasDelegate)
       39    0.000    0.000    0.001    0.000 base.py:1672(__getitem__)
        9    0.000    0.000    0.001    0.000 base.py:178(_add_delegate_accessors)
       54    0.000    0.000    0.000    0.000 base.py:194(_create_delegator_property)
        1    0.000    0.000    0.000    0.000 base.py:1961(equals)
       34    0.000    0.000    0.000    0.000 base.py:208(_create_delegator_method)
        1    0.000    0.000    0.000    0.000 base.py:230(AccessorProperty)
        5    0.000    0.000    0.000    0.000 base.py:234(__init__)
       13    0.000    0.000    0.041    0.003 base.py:2454(get_value)
        1    0.000    0.000    0.000    0.000 base.py:252(GroupByError)
        1    0.000    0.000    0.000    0.000 base.py:256(DataError)
        1    0.000    0.000    0.000    0.000 base.py:260(SpecificationError)
        1    0.000    0.000    0.000    0.000 base.py:264(SelectionMixin)
        1    0.000    0.000    0.000    0.000 base.py:27(StringMixin)
        1    0.000    0.000    0.013    0.013 base.py:3(<module>)
       13    0.000    0.000    0.000    0.000 base.py:3360(_maybe_cast_indexer)
       13    0.000    0.000    0.000    0.000 base.py:3375(_validate_indexer)
       16    0.000    0.000    0.000    0.000 base.py:367(_simple_new)
        1    0.000    0.000    0.000    0.000 base.py:3702(_add_comparison_methods)
        6    0.000    0.000    0.000    0.000 base.py:3706(_make_compare)
        2    0.000    0.000    0.000    0.000 base.py:3746(_add_numeric_methods_add_sub_disabled)
        4    0.000    0.000    0.000    0.000 base.py:3750(_make_invalid_op)
        5    0.000    0.000    0.000    0.000 base.py:3761(_add_numeric_methods_disabled)
       40    0.000    0.000    0.000    0.000 base.py:3765(_make_invalid_op)
        4    0.000    0.000    0.000    0.000 base.py:3847(_add_numeric_methods_binary)
       48    0.000    0.000    0.000    0.000 base.py:3851(_make_evaluate_binop)
        5    0.000    0.000    0.000    0.000 base.py:3914(_add_numeric_methods_unary)
       20    0.000    0.000    0.000    0.000 base.py:3918(_make_evaluate_unary)
        5    0.000    0.000    0.000    0.000 base.py:3934(_add_numeric_methods)
        4    0.000    0.000    0.000    0.000 base.py:3939(_add_logical_methods)
        8    0.000    0.000    0.000    0.000 base.py:3956(_make_logical_function)
        7    0.000    0.000    0.000    0.000 base.py:3978(_add_logical_methods_disabled)
       14    0.000    0.000    0.000    0.000 base.py:3982(_make_invalid_op)
       46    0.000    0.000    0.002    0.000 base.py:3999(_ensure_index)
       13    0.000    0.000    0.000    0.000 base.py:404(_shallow_copy)
        1    0.000    0.000    0.000    0.000 base.py:502(is_)
       18    0.000    0.000    0.000    0.000 base.py:522(_reset_identity)
       59    0.000    0.000    0.000    0.000 base.py:528(__len__)
        2    0.000    0.000    0.000    0.000 base.py:549(dtype)
        7    0.000    0.000    0.000    0.000 base.py:559(values)
        2    0.000    0.000    0.000    0.000 base.py:564(get_values)
       13    0.000    0.000    0.000    0.000 base.py:701(_get_attributes_dict)
       13    0.000    0.000    0.000    0.000 base.py:703(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:733(GroupByMixin)
        3    0.000    0.000    0.000    0.000 base.py:736(_dispatch)
        1    0.000    0.000    0.000    0.000 base.py:75(PandasObject)
        1    0.000    0.000    0.001    0.001 base.py:781(IndexOpsMixin)
        1    0.000    0.000    0.000    0.000 base.py:79(InvalidIndexError)
       26    0.000    0.000    0.000    0.000 base.py:802(ndim)
        2    0.000    0.000    0.000    0.000 base.py:857(_values)
        1    0.000    0.000    0.002    0.002 base.py:99(Index)
        1    0.000    0.000    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.026    0.026  488.001  488.001 build_database.py:1(<module>)
        1    0.027    0.027  486.713  486.713 build_database.py:10(main)
